# Hungaroring — TUMFTM racetrack-database (LGPL-3.0), flat 2-D centre line + measured widths; upstream commit e59595d.
s_m,x_m,y_m,z_m,banking_deg,width_left_m,width_right_m,grip_scale
749.5857,-372.9715,425.9965,0.0000,0.000,5.937,5.268,1.0000
754.5752,-368.0572,425.1336,0.0000,0.000,5.809,5.393,1.0000
759.5654,-363.1549,424.2010,0.0000,0.000,5.620,5.622,1.0000
764.5571,-358.2651,423.1979,0.0000,0.000,5.430,5.850,1.0000
769.5511,-353.3879,422.1237,0.0000,0.000,5.509,5.728,1.0000
774.5483,-348.5238,420.9778,0.0000,0.000,5.606,5.581,1.0000
779.5496,-343.6732,419.7595,0.0000,0.000,5.687,5.458,1.0000
784.5551,-338.8375,418.4668,0.0000,0.000,5.653,5.506,1.0000
789.5628,-334.0221,417.0925,0.0000,0.000,5.619,5.554,1.0000
794.5704,-329.2332,415.6287,0.0000,0.000,5.582,5.647,1.0000
799.5764,-324.4769,414.0672,0.0000,0.000,5.534,5.755,1.0000
804.5798,-319.7595,412.4000,0.0000,0.000,5.344,5.948,1.0000
809.5802,-315.0870,410.6191,0.0000,0.000,5.368,5.938,1.0000
814.5779,-310.4657,408.7164,0.0000,0.000,5.813,5.527,1.0000
819.5739,-305.8998,406.6883,0.0000,0.000,5.840,5.564,1.0000
824.5688,-301.3907,404.5396,0.0000,0.000,5.712,5.767,1.0000
829.5630,-296.9391,402.2759,0.0000,0.000,5.841,5.632,1.0000
834.5562,-292.5458,399.9027,0.0000,0.000,6.060,5.381,1.0000
839.5483,-288.2117,397.4257,0.0000,0.000,6.228,5.181,1.0000
844.5383,-283.9375,394.8505,0.0000,0.000,6.057,5.330,1.0000
849.5254,-279.7240,392.1826,0.0000,0.000,5.885,5.478,1.0000
854.5101,-275.5693,389.4284,0.0000,0.000,5.791,5.576,1.0000
859.4944,-271.4686,386.5951,0.0000,0.000,5.707,5.668,1.0000
864.4799,-267.4171,383.6898,0.0000,0.000,5.636,5.753,1.0000
869.4677,-263.4099,380.7198,0.0000,0.000,5.674,5.793,1.0000
874.4587,-259.4421,377.6923,0.0000,0.000,5.712,5.832,1.0000
879.4531,-255.5088,374.6143,0.0000,0.000,5.736,5.855,1.0000
884.4511,-251.6052,371.4932,0.0000,0.000,5.698,5.801,1.0000
889.4524,-247.7264,368.3360,0.0000,0.000,5.660,5.747,1.0000
894.4566,-243.8674,365.1501,0.0000,0.000,5.621,5.693,1.0000
899.4630,-240.0235,361.9425,0.0000,0.000,5.583,5.639,1.0000
904.4710,-236.1897,358.7205,0.0000,0.000,5.545,5.586,1.0000
909.4796,-232.3611,355.4912,0.0000,0.000,5.506,5.532,1.0000
914.4879,-228.5330,352.2618,0.0000,0.000,5.468,5.478,1.0000
919.4952,-224.7009,349.0387,0.0000,0.000,5.457,5.461,1.0000
